best m,c is 1.370000,13.040000 with error 11.661273 in direction 0
best m,c is 1.370000,13.050000 with error 11.658655 in direction 0
best m,c is 1.370000,13.060000 with error 11.656045 in direction 0
best m,c is 1.370000,13.070000 with error 11.653442 in direction 0
best m,c is 1.370000,13.080000 with error 11.650848 in direction 0
best m,c is 1.370000,13.090000 with error 11.648262 in direction 0
best m,c is 1.370000,13.100000 with error 11.645683 in direction 0
best m,c is 1.370000,13.110000 with error 11.643113 in direction 0
best m,c is 1.370000,13.120000 with error 11.640551 in direction 0
best m,c is 1.370000,13.130000 with error 11.637996 in direction 0
best m,c is 1.370000,13.140000 with error 11.635450 in direction 0
best m,c is 1.370000,13.150000 with error 11.632912 in direction 0
best m,c is 1.370000,13.160000 with error 11.630382 in direction 0
best m,c is 1.370000,13.170000 with error 11.627860 in direction 0
best m,c is 1.370000,13.180000 with error 11.625346 in direction 0
best m,c is 1.370000,13.190000 with error 11.622840 in direction 0
best m,c is 1.370000,13.200000 with error 11.620342 in direction 0
best m,c is 1.370000,13.210000 with error 11.617852 in direction 0
best m,c is 1.370000,13.220000 with error 11.615370 in direction 0
best m,c is 1.370000,13.230000 with error 11.612897 in direction 0
best m,c is 1.370000,13.240000 with error 11.610431 in direction 0
best m,c is 1.370000,13.250000 with error 11.607973 in direction 0
best m,c is 1.370000,13.260000 with error 11.605524 in direction 0
best m,c is 1.370000,13.270000 with error 11.603083 in direction 0
best m,c is 1.370000,13.280000 with error 11.600649 in direction 0
best m,c is 1.370000,13.290000 with error 11.598224 in direction 0
best m,c is 1.370000,13.300000 with error 11.595807 in direction 0
best m,c is 1.370000,13.310000 with error 11.593399 in direction 0
best m,c is 1.370000,13.320000 with error 11.590998 in direction 0
best m,c is 1.370000,13.330000 with error 11.588605 in direction 0
best m,c is 1.370000,13.340000 with error 11.586221 in direction 0
best m,c is 1.370000,13.350000 with error 11.583844 in direction 0
best m,c is 1.370000,13.360000 with error 11.581476 in direction 0
best m,c is 1.370000,13.370000 with error 11.579116 in direction 0
best m,c is 1.370000,13.380000 with error 11.576764 in direction 0
best m,c is 1.370000,13.390000 with error 11.574421 in direction 0
best m,c is 1.370000,13.400000 with error 11.572085 in direction 0
best m,c is 1.370000,13.410000 with error 11.569758 in direction 0
best m,c is 1.370000,13.420000 with error 11.567439 in direction 0
best m,c is 1.370000,13.430000 with error 11.565128 in direction 0
best m,c is 1.370000,13.440000 with error 11.562825 in direction 0
best m,c is 1.370000,13.450000 with error 11.560530 in direction 0
best m,c is 1.370000,13.460000 with error 11.558244 in direction 0
best m,c is 1.360000,13.470000 with error 11.555879 in direction 7
best m,c is 1.360000,13.480000 with error 11.553188 in direction 0
best m,c is 1.360000,13.490000 with error 11.550505 in direction 0
best m,c is 1.360000,13.500000 with error 11.547830 in direction 0
best m,c is 1.360000,13.510000 with error 11.545163 in direction 0
best m,c is 1.360000,13.520000 with error 11.542503 in direction 0
best m,c is 1.360000,13.530000 with error 11.539852 in direction 0
best m,c is 1.360000,13.540000 with error 11.537209 in direction 0
best m,c is 1.360000,13.550000 with error 11.534575 in direction 0
best m,c is 1.360000,13.560000 with error 11.531948 in direction 0
best m,c is 1.360000,13.570000 with error 11.529329 in direction 0
best m,c is 1.360000,13.580000 with error 11.526718 in direction 0
best m,c is 1.360000,13.590000 with error 11.524116 in direction 0
best m,c is 1.360000,13.600000 with error 11.521521 in direction 0
best m,c is 1.360000,13.610000 with error 11.518935 in direction 0
best m,c is 1.360000,13.620000 with error 11.516357 in direction 0
best m,c is 1.360000,13.630000 with error 11.513787 in direction 0
best m,c is 1.360000,13.640000 with error 11.511224 in direction 0
best m,c is 1.360000,13.650000 with error 11.508671 in direction 0
best m,c is 1.360000,13.660000 with error 11.506125 in direction 0
best m,c is 1.360000,13.670000 with error 11.503587 in direction 0
best m,c is 1.360000,13.680000 with error 11.501057 in direction 0
best m,c is 1.360000,13.690000 with error 11.498536 in direction 0
best m,c is 1.360000,13.700000 with error 11.496023 in direction 0
best m,c is 1.360000,13.710000 with error 11.493518 in direction 0
best m,c is 1.360000,13.720000 with error 11.491021 in direction 0
best m,c is 1.360000,13.730000 with error 11.488532 in direction 0
