Time elapsed was 248908231ns or 0.248908231s
Time elapsed was 243729648ns or 0.243729648s
Time elapsed was 242621684ns or 0.242621684s
Time elapsed was 236955129ns or 0.236955129s
Time elapsed was 239031999ns or 0.239031999s
Time elapsed was 236058038ns or 0.236058038s
Time elapsed was 237673314ns or 0.237673314s
Time elapsed was 236141585ns or 0.236141585s
Time elapsed was 248670807ns or 0.248670807s
Time elapsed was 245537707ns or 0.245537707s
